question,augmented,label
"During one season, a tennis team won 20 matches and lost 30% of their matches. What was the number of matches that the team lost?","During one season, a tennis team won 20 matches and of their matches. What was the number of matches that the ?",0
"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?","A point at the edge of a fan blade that rotates in a plane 10 centimeters from the center of the fan.What is the distance covered in centimetres at this point in time after 30 seconds, when the fan is running at a speed of 300 rpm?",1
"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?","A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after seconds when the fan runs at the rate of 0 revolutions per minutes?",0
"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?","At maximum speed, a space shuttle can fly 700 meters in 40 seconds.It also takes 5 seconds to get to a point.How long is the space shuttle then?",1
"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?","At its maximum speed, a can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the ?",0
"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?","A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?",1
"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?","A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the , out of a of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?",0
A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?,A paper is in a square form whose one side is twenty cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?,1
A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?,A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters.,0
"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?",An athlete runs M-miles in 4 hours and then rides N-miles on a bike in the same number of hours.Which of the following points represents the average speed in miles per hour for these two activities together?,1
"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?","An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours.",0
8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.,Eight men work for six days to complete a work.How many men are needed to do the same job in 1 / 2 days?,1
8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.,8 man work for 6 days to complete a work.,0
"64 boys and 40 girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is 4:3?","Sixty-four boys and forty girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is four:three?",1
"64 boys and 40 girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is 4:3?","64 and 40 girls form a group for social work. During their membership drive, the same number of and girls joined the group. How many members does the group have now, if the ratio of to girls is 4:3?",0
A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?,A cyclist is travelling at 12 miles an hour.How many minutes do you need to cover 48 miles?,1
A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?,A at 12 miles per . How many minutes will it take to travel 48 miles?,0
"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?","Kevin drove from A to B at a constant speed of seventy mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of ninety mph. Exactly three hours before the end of his trip, he was still approaching B, only seventy miles away from it. What is the distance between A and B?",1
"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?","Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it.",0
"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?","Thirty is subtracted from a number, it is reduced to its one third. What is the value of fifty% of that number?",1
"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?","is subtracted from a number, it is reduced to its 1 third. What is the value of % of that number?",0
"If a man rows at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the man's rate along the current is:","If a man rows at the rate of 4 kilometre per hour in still water and his rate against the current is 2 kmph, then the man's rate along the current is:",1
"If a man rows at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the man's rate along the current is:","If a at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the 's rate along the current is:",0
"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.","The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.",1
"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.","The sum of the zoe of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.",0
"X and Y are two alloys which were made by mixing zinc and copper in the ratio 6:9 and 7:11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z ?","X and Y are two alloys which were made by mixing zinc and copper in the ratio 6:9 and 7:11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z?",1
"X and Y are two alloys which were made by mixing zinc and copper in the ratio 6:9 and 7:11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z ?","X and Y are alloys which were made by mixing zinc and copper in the ratio 6:9 and :11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z?",0
"The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?","The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $ 16,000 to their bribery pool, and Smolapon contributes just $ 4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?",1
"The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?","The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators.",0
The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000. The numbers are,The difference between the squares of two numbers is two hundred and fifty-six thousand and the sum of the numbers is one thousand. The numbers are,1
The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000. The numbers are,The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000.,0
An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?,An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?,1
An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?,An astronaut weighing 211 euros on Earth would weigh 182 paisas on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut ’ s weight on Earth?,0
A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is,A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is,1
A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is,A walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is,0
"Everyone in the family earns money each month. If the total income of a family per month is $9000 and the median income is $3000, how many members are there in the family?","Everyone in the family earns money each month. If the total income of a family per month is $ 9000 and the median income is $ 3000, how many members are there in the family?",1
"Everyone in the family earns money each month. If the total income of a family per month is $9000 and the median income is $3000, how many members are there in the family?",Everyone in the family earns money each month.,0
The bus fare of one adult is Rs. 140 from Ranchi to Patna and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?,The bus fare of one adult is Rs. 140 from Ranchi to Patna and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?,1
The bus fare of one adult is Rs. 140 from Ranchi to Patna and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?,The bus fare of one adult is Rs. 140 from to and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?,0
"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?","An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?",1
"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?","An periodically decided to raise Rs. 6 patter by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?",0
"If there are 5,000 voters out of which 20% are not eligible to vote and there are two candidates contesting. The winning candidate won by 15% of the votes. What is the total number of votes he got ?","If there are 5,000 voters out of which 20% are not eligible to vote and there are two candidates contesting. The winning candidate won by 15% of the votes. What is the total number of votes he got ?",1
"If there are 5,000 voters out of which 20% are not eligible to vote and there are two candidates contesting. The winning candidate won by 15% of the votes. What is the total number of votes he got ?","If there are 5,000 voters out of which 0% are not eligible to vote and there are candidates contesting. The winning candidate won by % of the votes. What is the total number of votes he got?",0
"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?","For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $ 3.40. What is the minimum number of copper coins that she brought?",1
"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?","For bringing each copper zeeshan from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?",0
Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?,Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?,1
Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?,"The distance between the two cars is less, but the speed of the two cars is the same.",0
"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?","Only yellow and white golf balls are available in a sports shop.When it started out with 600 golf balls, by the end of the day it had sold 80% of its stock of golf balls.If the store sold an equal number of yellow and white golf balls while selling all its white golf balls, how many yellow golf balls did the store have to start the day?",1
"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?","A sporting goods store carries only yellow and white golf balls. At the beginning of the minute it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?",0
"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :","A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be:",1
"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :","A flagstaff 17.5 metre high a shadow of length 40.25 metre. The height of building, which a shadow of length 28.75 metre under will be :",0
"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?","Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of fifty-five mph, while the second travels at a steady rate of fifty-two mph. How much time will pass before the cars are fifteen miles away from each other?",1
"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?","cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 5 mph. How much time will pass before the cars are 15 miles away from each other?",0
"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?","The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?",1
"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?","The events A and B are independent. The probability that event A occurs is . 6, and the probability that at least 1 of the events A or B occurs is . . What is the probability that event B occurs?",0
The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?,The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?,1
The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?,How much space will the sphere fit inside of a cube?,0
"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?","My wall contains eight red colour ties, thirteen violet colour ties,ten blue colour ties, five pink colour ties, four green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?",1
"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?","My wall contains 8 red , 13 violet ,10 blue , 5 pink , 4 green . If electricity is gone and I want at least two of same then how many I should take out from my rack?",0
Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.,"Calculate the percentage profit of a trader who has bought 90 kg of oranges for Rs.450 and sold the whole plot at the rate of Rs.7,50 per kg.",1
Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.,Calculate the percentage gain of a merchant who purchased kg of oranges for Rs. 4 and sold the whole lot at the rate of Rs. 7. per kg.,0
A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?,A train metre leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?,1
A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?,A M leaves City A at 5 am and reaches City B at 9am. Another N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 s cross one another?,0
"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?","Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?",1
"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?",How long will it take them to collectively bike a mile.,0
"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?","In an examination, a candidate has received 504 points of the highest grade M. If the highest grade M is converted to 800 points, he would have achieved 420 points.What is M's worth?",1
"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?","In an , a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?",0
"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?","If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?",1
"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?","If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12",0
The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:,"The height of a room up to its semicircle is 2: 5.It costs 260 Rs.2 per meter to wallpaper the walls of the room with 50 cm wide paper, which allows an area of 15 square meters for doors and windows.The ceiling height is:",1
The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:,The height of a room to its is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per an area of 15 sq.m for doors and windows. The height of the room is:,0
"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?","In a survey of students, each student chose the two songs they liked best from a list of 10 songs.If each song was selected five times, how many students were questioned?",1
"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?","In a survey of students, each from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?",0
At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?,At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?,1
At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?,At an election meeting 10 mergeers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?,0
Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?,Anna is able to buy five more articles for $three hundred after the price of each article decreased by 1five%. What is the new selling price of each article?,1
Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?,Anna is able to buy more articles for $ after the price of each article decreased by 1 %. What is the new selling price of each article?,0
In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?,In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?,1
In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?,In a row of children Neha is 12th from and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?,0
10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?,10kilogram of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?,1
10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?,10kg of a mixture contains 30% 745698 and 70% reducing. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?,0
"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?","A man spends seventy% of his income. If his income increases by twenty%, then what will be his new expenditure?",1
"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?","A man spends % of his income. If his income increases by %, then what will be his new expenditure?",0
What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.),What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.),1
What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.),What is the greatest number of that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.),0
"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?","Sharon works for five hours to earn enough tips to buy an ice cream cake, while Karen works for four. After how many hours will they be able to buy the cake together?",1
"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?","Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4.",0
"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?","If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?",1
"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?","If x<0, y>0, and |x^3| > |y^2|, which of the following",0
Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?,Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?,1
Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?,Printer A and Printer B can each print 1⁄ page per second. How long will it take both printers working together to print pages?,0
"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?","Two ants are moving from their farms towards each other. Ant A is moving at a speed of nine cm per hour and ant B is moving at a speed of six cm per hour. If the farms are seventy-five cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?",1
"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?","Two johnnys are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?",0
Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?,Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?,1
Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?,Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100.,0
A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?,A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?,1
A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?,A man spend 810 in buying 860 at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?,0
"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?","If a subscription to 15 issues of a magazine costs $42.00 and represents a saving of 25% of the cover price, what is the cover price per issue?",1
"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?","If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the , what is the per issue?",0
"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?","Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $two to Jonathan and each time it turns out to be Tails, Jonathan will give three$ to Christopher. After flipping for twenty times none of the both won or lost any amount. How many times did the coin landed on Heads ?",1
"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?","Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.",0
"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.","Allen starts with X, goes to Y.At the same time, Bob starts from Y and approaches X.Once Allen has reached Y, he changes direction and returns to X.When Bob reaches X, he changes direction and returns to Y.Allen drives at 54 km / h and bobsleigh at 78 km / h.When they meet for the second time, Bob covers 48km more than Allen.Find the distance between X and Y.",1
"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.","Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.",0
