question,paraphrase,label
Lisa made 8 apple muffins for the bake sale. Trevor made 6 banana muffins. They sold 5 muffins altogether. How many muffins were left?,"For the bake sale, Lisa prepared eight apple muffins. Trevor baked a total of six banana muffins. They sold a total of 5 muffins. What was the total number of muffins left?",1
"John wants to know his class’s favourite TV show, so he surveys all of the boys. Will the sample be representative or biased?","John wants to know his class’s TV show, so he surveys all of the. Will the sample or biased?",0
Cheryl and Lori started a lemonade stand on Friday. They bought 85 plastic cups. They sold a lot of lemonade and only had 18 cups left. How many cups did Cheryl and Lori use?,"On Friday, Cheryl and Lori began a lemonade stand. They purchased a total of 85 plastic cups. They sold a lot of lemonade and only had 18 cups left. How many cups did Cheryl and Lori use?",1
It is 7 o'clock in the morning. Lunch is served at 12 o'clock. How many hours until lunch time?,"It's 7 o'clock in the morning. At 12 p.m., lunch is served. How much longer until lunch?",1
"Megan and her sister, Tara, wanted to buy a scooter for $26. Tara had $4 more than Megan. Together they had enough money to buy the scooter. How much money did Tara have?",Megan and her sister Tara planned to spend $26 on a scooter. Tara held a $4 advantage over Megan. They had enough money to buy the scooter as a group. How much did Tara have?,1
"If Tommy had 7 more baseball cards, he would have twice as many as Luis. Tommy has 19 baseball cards. How many baseball cards does Luis have?",Tommy would have twice as many baseball cards as Luis if he had seven more. Tommy owns a total of 19 baseball cards. How many does Luis own?,1
Jeremy has 14 pencils. 6 of them are broken. How many pencils are not broken?,Jeremy has a total of 14 pencils. Six of them are damaged. How many pencils aren't broken?,1
Keith and his mother drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Mom put 28 gallons of gas in the car. How many miles did they have left to drive?,Keith and his mother drove to a concert 78 miles away. They stopped for gas after driving for 32 miles. Mom put 28 gallons of gas in the car. How many miles did they have left to drive?,1
"Matthew and Billie went apple picking. Matthew found 46 big, red apples. Billie found some as well. Together they found 80 apples. How many apples did Billie find?","Matthew and Billie went apple picking. Matthew found forty big, red apples. Billie found some as well. Together they found many apples. How many apples did find?",0
"For a party, Jaime had 5 ⅓ bottles of cola for her friends to drink. She drank ⅓ of a bottle herself. Her friends drank 3 ⅓. How many bottles of cola does Jaime have left?",Jaime had 5 1/3 bottles of cola for her friends to drink at a party. She drank a third of a bottle. Her pals drank a total of 3 1/3 bottles. How many cola bottles do she have left?,1
Chrissy and Missy had an equal number of marshmallows. Chrissy ate 1/5 of her marshmallows. Missy ate 1/4 of her marshmallows. Who had more marshmallows left?,Chrissy and Missy had an equal number of marshmallows. Chrissy ate a tenth of her marshmallows. Missy ate 1/4 of her marshmallows. Who had more marshmallows left?,0
Alexa has 92 cents in her pocket. She wants to buy 3 pencils at the school supply store. Each pencil costs 8 cents. How much money will Alexa have left?,Alexa's pocket contains 92 cents. She wants to go to the school supply store and get 3 pencils. The cost of each pencil is 8 cents. How much money will Alexa have left?,1
10 children were on the rollercoaster. 6 more children got on the ride. Then 7 children got off the ride. How many children were on the rollercoaster then?,The rollercoaster had ten youngsters on it. Six additional kids joined the journey. Then seven youngsters disembarked from the trip. How many kids were riding the rollercoaster at the time?,1
"5/8 of the students in my class were boys. When 6 girls joined the class, the number of boys equaled the number of girls. How many students were in my class then?","Some of the students in my class were boys. When 6 girls joined the class, the number of boys equaled the number of girls. How many students were in my class then?",0
Three paper bags contain a total of 24 apples. The first and second bags contain a total of 11 apples. The second and third bags contain a total of 18 apples. How many apples are in the first and third bags together?,A total of 24 apples are included in three paper bags. A total of 11 apples are contained in the first and second bags. The second and third bags contain a total of 18 apples. How many apples are in the first and third bags together?,1
Ethan and Frank went rowing. Ethan rowed the boat from 10:50 to 11:15. Frank rowed the boat twice as long. How long did the boys row the boat altogether?,Ethan and Frank went rowing. Ethan rowed the boat from 10:50 to 21:15. Frank rowed the boat thrice as long. How long?,0
"The varsity basketball team has been having an awesome season. The team has won the last four games. They have scored an average of 76 points. The first three scores were 72 points, 64 points, and 86 points. What was the score of the fourth game?","The varsity basketball team has had an outstanding season. The club has won the last four games. They have an average score of 76 points. 72 points, 64 points, and 86 points were the first three scores. What was the fourth game's score?",1
Joey checked his pockets for money. He found 17 cents in his pants pocket. He found 24 cents more than that in his jacket pocket. How much money did Joey find altogether?,Joey checked his pockets for money. He found 17 nickels in his pants pocket. He found 24 cents more than that in his jacket pocket. How much money did Joey find altogether?,0
A sign by a bridge says it can safely hold 5 cars that each weigh 2750 pounds. Assume there are no cars on the bridge. How many 150 pound people can safely stand on the bridge?,A sign beside a bridge claims that it can securely support 5 automobiles weighing 2750 pounds apiece. Let's pretend there aren't any automobiles on the bridge. How many 150 pound people can safely stand on the bridge?,1
Coach Mike bought several cups of lemonade. The girls told him it would cost 58 cents. The coach gave the girls 75 cents. How much change did Coach Mike get back?,Coach Mike bought several cups of lemonade. The girls told him it would cost 58 dimes. The coach gave the girls 75 cents. How much change did Coach Mike get back?,0
Dean had 30 toy whistles. He gave 2 whistles to each of his 6 friends. How many whistles did Dean have left?,Dean has a collection of 30 toy whistles. He handed each of his six pals two whistles. Dean has how many whistles left?,1
The biking club enrolled 129 new members this month. Now they have 605 members in the club. How many members did they have at first?,The biking club enrolled hundred new members this year. Now they have 605 students in the team. How many members did they have?,0
Maya bought a sweater at a discount of 25%. She saved $18. What was the sale price of the sweater?,Maya got a 25% discount on a garment she wanted. She was able to save $18. What was the sweater's retail price?,1
How many cookies did you sell if you sold 320 chocolate cookies and 270 vanilla cookies?,How many cookies have been sold by you if you sold vanilla and chocolate cookies?,0
"Shaun went on a long bike ride. He rode 32 miles in the morning. He stopped for a water break then rode 14 more miles. Finally, Shaun rode 20 miles to the finish line. How long was Shaun's bike ride?","Shaun went on a long bike ride. He rode 32 miles in the morning. He rode 14 more miles after stopping for a water break. Finally, Shaun rode 20 miles to the finish line. How long was Shaun's bike ride?",1
"There is a group of 10 people who are ordering pizza. If each person gets 2 slices and each pizza has 4 slices, how many pizzas should they order?","A pizza was ordered by a group of 10 people. If each pizza has 4 slices and each person gets 2 slices, how many pizzas should they order?",1
Angela opens a saving account with $12. She then deposits $5. She withdraws $9 and then later deposits $6. How much does Angela have in the account then?,Angela opens a saving account with 12 Rupees. She then deposits $5. She withdraws $9 and then later deposits $6. How much does Angela have in the account then?,0
"Brett made a bowl of Lucky Letters cereal. He counted 57 consonants and 22 vowels. After eating some cereal, he counted only 35 letters. How many letters did Brett eat?","Brett poured a bowl of Lucky Letters cereal into his bowl. There were 57 consonants and 22 vowels, according to him. He only counted 35 letters after eating some breakfast. Brett ate how many letters?",1
"There are 2 chalkboards in your classroom. If each chalkboard needs 2 pieces of chalk, how many pieces do you need in total?","There are 5 chalkboards in your class. If each chalkboard needs 2 pieces of chalk, how many pieces do you need in total?",0
16 people entered the chess contest. 7 of them lost during the first round. How many people won?,The chess competition attracted 16 participants. Seven of them lost in the first round. How many people won?,1
The ratio of the length of Joey’s rope to Chad’s rope is 8:3. Joey’s rope is 56 cm long. How long is Chad’s rope?,The ratio of the length of Joey’s rope to Chad’s rope is 8:3. Joey’s rope is 56 m long. How long is Chad’s rope?,0
Brian ran around the school track in 96 seconds. Todd ran around it in 88 seconds. How many fewer seconds did it take Todd to run around the tracl?,Brian ran around the school track in 96 hours. Todd ran around it in 88 minutes. How many fewer hours did it take Todd to run around the track?,0
It took Joey 14 minutes to finish his homeork. It took Leo 9 minutes to finish his homework. How much longer did it take Joey?,Joey finished his homework in 14 minutes. Leo finished his homework in 9 minutes. How much longer did it take Joey?,1
Stacy and Milda are comparing their heights. Stacy is 1.5 meters tall. Milda is 10 centimetres taller than Stacy. What is Milda’s height in centimetres?,Stacy and Milda are comparing their heights. Stacy is 1.5 centimeters tall. Milda is 10 centimetres taller than Stacy. What is Milda’s height in centimetres?,0
"There are 7 desks in the science lab, 11 desks in the math room, and 12 desks in the art room. All three rooms mut have the same number of desks. How many desks should be in each room?","The science lab has seven desks, the math room has eleven, and the art room has twelve. The number of desks in each of the three rooms must be the same. In each room, how many desks should there be?",1
Mitchell wrote his homework questions on a piece of square paper. Each side of the paper is 8 centimetres. What is the perimeter?,Mitchell wrote his homework questions on a piece of square paper. Each side of the paper is 8 millimetres. What is the perimeter?,0
7 children jumped up and cheered for the clowns. 5 more children joined them. How many children were cheering then?,Seven children leapt to their feet and cheered for the clowns. They were joined by five additional youngsters. How many kids were cheering at the time?,1
Tyler needs 75 nails to build a bird house. He already has 53 nails in his toolbox. How many more nails does Tyler need?,Tyler needs 75 nails to build a bird house. He already has 53 nails in his toolbox.,0
"Lilac is reading the latest Magic Maggie book. She reads 9 pages each day. After 4 days, Lilac still has 47 pages left to read. How many pages are in Lilac's book?","Lilac is currently reading the most recent Magic Maggie novel. Every day, she reads nine pages. Lilac still has 47 pages to read after 4 days. What is the total number of pages in Lilac's book?",1
Juan is thinking of a number. When you add 5 to his number you get 14. What do you get if you subtract 5 from Juan’s number?,"Juan is pondering a number. When you add 5, you get 14. When you deduct 5 from Juan's number, what do you get?",1
The third graders are having a fair. They have 90 tickets to sell. They sold 38 tickets the first week and 17 tickets the second week. How many tickets do they have left to sell?,The third graders are having a fair. They have 90 tickets to sell. They sold some tickets the first week and 17 tickets the second week. How many tickets do they have left to sell?,0
Ariel made 5 Krispie Treats. She used 8 large marshmallows and 10 mini marshmallows. How many marshmallows did she use altogether?,Ariel made six Krispie Treats. She used 8 large marshmallows and twelve mini marshmallows. How many marshmallows were used altogether?,0
Red blocks weigh three times as heavy as blue blocks. There are 5 red blocks on one side of a seesaw. How many blue blocks are needed to balance the seesaw?,"The weight of red blocks is three times that of blue blocks. On one side of a seesaw, there are five red blocks. To balance the seesaw, how many blue blocks are required?",1
"Ramon works at the supermarket. He put 26 boxes of Choco Delights on the shelf. There were already 15 boxes there. Later that day, Ramon counted 22 boxes on the shelf. How many boxes of Choco Delights were missing?",Ramon works at the supermarket. He put some boxes of Choco Delights on the shelf. There were already 15 boxes there,0
Megan buys shorts and a tee shirt. The tee shirt costs half as much as the shorts. The total cost is $36. How much do the shorts cost?,Megan buys shorts and a tee shirt. The tee shirt costs more than the shorts. The total cost is $36. How much do the shorts cost?,0
Steven poured 8 gallons of water into his aquarium. 4/5 of the aquarium was filled. How many gallons of water does the aquarium hold altogether?,Steven poured some gallons of water into his aquarium. some of the aquarium was filled. How many gallons of water does the aquarium hold altogether?,0
"Scott, Frankie, and Corey played in the snow for 4 hours. Scott made 5 snowballs and 2 snowmen. Corey made 7 snowballs. Frankie made 4 snowballs and a snow fort. How many snowballs did the boys make?","Scott, Frankie, and Corey played in the snow for 4 hours. Scott made 5 and 2 snowmen. Corey made 7 snowballs. Frankie made 4 snowballs and a snow fort. How many snowballs did the boys make?",0
Lynn caught 7 butterflies. Robin caught 4 more butterflies than Lynn. How many butterflies did Robin catch?,Lynn managed to catch seven butterflies. Robin managed to catch four more butterflies than Lynn. Robin caught how many butterflies?,1
Billy had 2 books at home. He went to the library to take out 2 more books. He then bought 1 book. How many books does Billy have now?,"At home, Billy owned two novels. He went to the library to get two more books from the stacks. He then went out and bought one book. Billy now has a total of how many books?",1
"Amy, Bart, Connor, and Doug raced to the oak tree. It took Amy 16 seconds to get there. It took Bart 4 seconds less than Amy. Connor 3 seconds less than Bart. Doug was the slowest. It took him twice as long as Connor to get to the tree. How many seconds did it take Doug to reach the tree?","Amy, Bart, Connor, and Doug raced to the oak tree. Amy arrived in only 16 seconds. Bart took 4 seconds less than Amy. Connor 3 seconds less than Bart. Doug was the slowest. He took twice as long to reach the tree as Connor. Doug, how long did it take you to get to the tree?",1
Mr. Johnson used 80 meters of fencing to enclose a rectangular garden. The length of the garden is 25 meters. How wide is the garden?,Mr. Johnson fenced a rectangular garden with 80 metres of fencing. The garden measures 25 metres in length. What is the width of the garden?,1
There are 18 crayons in a package. 9 crayons are being used by students. How many crayons are still in the package?,There are 18 crayons in a package. A lot of crayons are being used by students. How many crayons are still in the package?,0
Chad had 48 pieces of candy. He ate 12 pieces. Then he gave his friend 15 pieces. How many pieces of candy did Chad have left?,Chad had 90 pieces of candy. He ate 42 pieces. Then he gave his friend 100. How many pieces of toffee did Chad have more?,0
Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday. How many more Jet Bars does Ameila have to sell?,Amelia works at the candy store. She has to sell some Jet Bars each week. She sold many on Monday. She sold 16 fewer Jet Bars on Tuesday.,0
"Mindy has a total of 12 pennies in two pockets. She wants to have the same number of pennies in each pocket. To do that, Mindy has to move 2 pennies from her left pocket to her right one. How many pennies were in her left pocket at first?",Mindy has 12 pennies in her two pockets. She wants each pocket to have the same number of pennies. Mindy must transfer two pennies from her left pocket to her right pocket in order to do this. How many pennies were in her left pocket at first?,1
"Leanne bought a bag of marbles. 3/8 of the marbles were green. 1/5 of the remaining marbles were red. If there were 6 red marbles, how many marbles were in the bag altogether?",Leanne went out and purchased a bag of marbles. Green marbles made up 3/8 of the total. Red marbles made up one-fifth of the remaining marbles. What was the total number of marbles in the bag if there were 6 red marbles?,1
One nickel weighs 4 grams. How much does $7.15 in nickels weigh?,One nickel weighs 4 kilograms. How much does £7.15 in nickels weigh?,0
"Theo tied his dog, Flash, to a pole in the middle of the yard using a 10 ft. leash. Flash dug holes in the yard everywhere he could reach. Theo had to reseed the part of the lawn that Flash destroyed. Grass seed costs $1.40 per package and covers 50 square feet. What did it cost Theo to reseed the lawn?","Theo used a 10-foot leash to tether his dog, Flash, to a pole in the middle of the yard. Flash dug holes in the yard anywhere he could. Theo had to reseed the lawn that Flash had ruined. Each package of grass seed costs $1.40 and covers 50 square feet. How much did Theo have to pay to reseed the lawn?",1
Liz and Jenn had a book sale. They sold 27 detective books and 15 puzzle books. How many books did they sell altogether?,A book sale was held by Liz and Jenn. They sold 15 puzzle books and 27 detective novels. What was the total number of books sold?,1
"A triangle has the following side lengths: 4 cm, 5 cm and 5 cm. What kind of triangle is it?","A triangle has the following side lengths: 4 km, 5 m and 5 cm. What kind of square is it?",0
Rita has 20 crayons. Nora has 15 more crayons than Rita. How many crayons does Nora have?,Rita has a total of 20 crayons. Nora has an additional 15 crayons than Rita. How many crayons does Nora have?,1
You went to the store and bought gum for $1.25 and a sucker for $0.50. How much was your total?,You went to the store and spent $1.25 on gum and $0.50 on a sucker. How much did you spend in total?,1
The winning frog jumped 120 centimeters in the frog jumping contest. Andy's frog jumped 85% of the winning distance. How many more centimeters did the winning frog jump?,The winning frog jumped 120 meters in the frog jumping contest. Andy's frog jumped 895% of the winning distance. How many more km did the winning frog jump?,0
Ted and David shared 24 stickers in the ratio 3:5. David used 8 of his stickers. What was the ratio of Ted's stickers to David's sticker's then?,"In a 3:5 ratio, Ted and David shared 24 stickers. David applied eight of his stickers on the project. What was Ted's sticker to David's sticker ratio then?",1
Mr. Sanchez baked 4 muffins. Mrs. Sanchez baked twice as many muffins. They sold 7 muffins. How many muffins were left?,Mr. Sanchez baked 4 muffins. Mrs. Sanchez baked half as many muffins. They sold 7 muffins. How many muffins were left?,0
The school’s junior band has 10 saxophone players and 20 trumpet players. The school’s senior band has 18 saxophone players and 29 trumpet players. Which band has the higher ratio of trumpet to saxophone players?,The junior band features ten saxophonists and twenty trumpet players. There are 18 saxophone players and 29 trumpet players in the senior band. Which band has a higher proportion of trumpeters to saxophonists?,1
Vicky has 5 stickers. Tracy has 3 times as many stickers as Vicky but only half as many as Meghan. How many stickers does Meghan have?,"Vicky has a total of five stickers. Tracy has three times the number of stickers as Vicky, but only half the number as Meghan. Meghan has a lot of stickers, so how many do you think she has?",1
Mrs. Barry taught her class 6 new spelling words this week. She taught them 9 new words last week. How many new words did Mrs. Barry teach her class altogether?,"This week, Mrs. Barry taught her class six new spelling words. Last week, she taught them 9 new words. How many new words did Mrs. Barry teach her class altogether?",1
Tommy and Carlos have 58 cents together. Tommy has 23 cents. How much does Carlos have?,Tommy and Carlos have 58 dimes together. Tommy has 23 cents. How much does Carlos have?,0
Annie and Peg together learned 75 lines for the school play. Annie learned 32 of the lines. How many lines did Peg learn?,Annie and Peg memorised 75 lines for the school performance together. Annie was able to remember 32 of the lines. Peg learned how many lines?,1
The museum has 6 exhibits about birds and 10 exhibits about magnets. How many more exhibits are about magnets?,There are six exhibits regarding birds and ten exhibits about magnets at the museum. How many more magnet exhibits are there?,1
The difference between two numbers is 68. The smaller number is 153. What is the bigger number?,The difference between two numbers is some number. The smaller number is 153. What is the bigger number?,0
Leo has a toy car collection. He gave 15 cars to his younger brother. Now Leo only has 24 cars. How many toy cars did Leo have at first?,Leo has a toy car collection. He gave some cars to his younger brother. Now Leo only has some cars. How many toy cars did Leo have at first?,0
There were 15 spelling words on the test. Peter spelled 9 words correctly. Miguel spelled 7 words correctly. How many words did Miguel spell incorrectly?,There were 15 spelling words on the test. Peter spelled 9 words correctly. spelled 7 words correctly. How many words did spell incorrectly?,0
You have 50 candies and your friend has 75 candies. Who has more?,You have many candies and your friend has some candies. Who has more?,0
There are 15 different rides at the fair. Erica has tried 6 of them. How many more rides does Erica have left to try?,There are some different rides at the fair. Erica has tried many of them. How many more rides does Erica have left to try?,0
Anton bought a package of cookies. He ate 7 and had 31 left. How many cookies were in the package at first?,Anton ate 7 cookies and some were left. How many did he have initially?,0
The band needed to raise money for new uniforms. They sold 245 candy bars in March. They sold 35 more candy bars than that in April. How many candy bars did they sell in all?,"The band needs to gather funds in order to purchase new uniforms. In March, they sold 245 candy bars. They sold 35 more candy bars in April than they did in March. In all, how many candy bars did they sell?",1
98 people came to the magic show today. The magician did 36 magic tricks. 77 people came to the show yesterday. How many more people came to the magic show today?,Some people came to the magic show today. The magician did a lot of magic tricks. 77 people came to the show yesterday. How many more people came to the magic show today?,0
Wendy the worm spotted a tasty treat 15 inches above her on the big oak tree. She crawled up 9 inches but slipped and fell back 3 inches. She started up again and crawled only 7 inches. How far was Wendy from her treat then?,Wendy the worm saw a treat 15 inches above and crawled towards it. She fell back a few inches and started again and crawled 7 inches.,0
"David spent 74 cents at the school store. He bought a notebook for 35 cents, a ruler for 18 cents, and 3 pencils. What is the cost of one pencil?","At the school store, David spent 74 cents. He spent 35 cents on a notebook, 18 cents on a ruler, and also bought three pencils. How much does a pencil cost?",1
"Steve had $2.50 in dimes in the pocket of his jacket. After walking for a half hour, he discovered he had a small hole in his pocket. Two dimes dropped through that small hole every 5 minutes. How much money did Steve have then?","Steve had Rs2.50 in dimes in the pocket of his jacket. After walking for a half hour, he discovered he had a small hole in his pocket. Two dimes dropped through that small hole every 5 hours. How much money did Steve have then?",0
Nicole counted her Halloween treats. She counted 21 candy bars and 18 lollipops. She also counted 10 packages of gum. How many pieces of candy did Nicole have?,Nicole counted her Halloween treats. She counted a lot of candy bars and 18 lollipops. She also counted 10 packages of gum. How many pieces of candy did Nicole have?,0
Clark has 65 baseball cards in his collection. Kevin has 15 fewer cards than Clark. How many baseball cards does Kevin have?,"Clark has a collection of 65 baseball cards. Clark has 15 more cards than Kevin. Kevin, how many baseball cards do you have?",1
Brian bought a box of 50 nails to make a toolbox. He uses 9 nails for each toolbox. How many toolboxes can Brian make?,Brian bought a box of 100 nails to make a toolbox. He uses six nails for each toolbox. How many boxes can?,0
"Benjamin found a bag of money. He decided to give 1/2 of the money to his best friend, 1/4 of the money to his sister, 1/8 of the money to his mother, and 1/16 of the money to his dad. The amount of money that was left was $1.25. How much money was in the bag when Benjamin found it?","Benjamin found a bag of money. He decided to give 1/2 of the money to his best friend, 1/4 of the money to his sister, 1/8 of the money to his mother, and 1/16 of the money to his dad. The amount of money that was left was 1.25 Rupees. How much money was in the bag when Benjamin found it?",0
"Alissa picked 16 flowers. Her twin sister, Melissa, also picked 16 flowers. They gave their mother 18 flowers. How many flowers did the sisters have left?","Alissa picked 16 flowers. Her twin sister, Melissa, picked flowers. They gave their mother 18 flowers. How many flowers did the sisters have left?",0
Shelly has 21 marshmallows. Trina has 8 more marshmallows than Shelley. How many marshmallows does Trina have?,"If Shelly owns 21 marshmallows, and Trina owns 8 more marshmallows, then how many marshmallows are owned by Trina?",1
8 students came to Mr. Watkin's karate class. 4 students were absent. How many students does Mr. Watkins have altogether?,8 students attended Mr. Watkin's karate class. 4 students did not attend the class. How many students does Mr. Watkins have altogether?,1
"Joey, Andre, and Sam went on an insect hunt. They saw 15 lady bugs, 20 ants, and 4 grasshoppers. How many insects did they see in all?","Joey, Andre, and Sam went on an insect hunt. They saw 15 lady bugs, 20 ants, and 4 grasshoppers. How many insects did they see in all?",1
Kimberly gave 3 of her 10 nickels to Ben. They then had the same amount of money. How much money did Ben have at first?,Ben received 3 of Kimberly's 10 nickels. They both had the same amount of money at the time. What was Ben's initial financial situation?,1
Sarah had 18 cents. She bought a lollipop for 5 cents and gum for 8 cents. How much money did Sarah have then?,Sarah had 18 cents. She spent 5 cents on a lollipop and 8 cents on gum. How much money did Sarah have then?,1
Jesse wrote a number on a piece of paper. She subtracted 5 from it and got a number equal to the sum of 3 and 6. What number did Jesse write?,"On a piece of paper, Jesse scribbled a number. She deducted 5 to get a number that equaled the sum of 3 and 6. Jesse scribbled a number.",0
Anthony has saved $8. He gets $4 more for his allowance. He spends $3 for a toy. He gets another allowance of $4. How much money does Anthony need to buy a $20 robot?,Anthony has saved £8. He gets Rs.4 more for his allowance. He spends Rs.3 for a toy. He gets another allowance of Rs.4. How much money does Anthony need to buy a robot?,0
Beth and Victoria compare the number of books they have. Beth says she has twice as many books as Victoria. Victoia says she has 4 fewer books than Beth. Both girls are correct. How many books do they have altogether?,Beth and Victoria compare their book collections. Beth claims to have triple the number of books as Victoria. Victoria claims to have four books fewer than Beth. Both of the ladies are correct. How many books do they own in total?,0
Trevor did his math homework for 16 minutes. He did his spelling homework for 12 minutes. He practiced the piano for 15 minutes. How much more time did Trevor spend doing homework?,Trevor did his math homework for 40 minutes. He did his spelling homework for 12 minutes. He practiced the piano for 15 minutes. How much more time did Trevor,0
"Rita, Peter, and Skeeter are penguins. They weigh 90 pounds altogether. Rita and Peter know they weigh the same amount. Peter and Skeeter know they weigh 68 pounds together. How much does Skeeter weigh?","Rita, Peter, and Skeeter are penguins. They weigh a total of 90 pounds. Rita and Peter know they weigh the same amount. Peter and Skeeter know they weigh 68 pounds together. Skeeter's weight is unknown.",1
The sum of two numbers is 62. One of the numbers is 27. What is the other number?,The sum of two numbers is some. One of the numbers is 100. What is the other number?,0
The Book Nook sold 27 computer books last week. The sold 15 more cook books than computer books. How many cook books did the Book Nook sell?,"Last week, the Book Nook sold 27 computer books. The number of cookboks sold were 15 more than the number of computer books sold. What was the total number of cook books sold at the Book Nook?",1
Dennis wants to buy 2 candy bars. Candy bars cost 8 cents and gum costs 5 cents. How much will Dennis pay?,Dennis wishes to purchase two candy bars. Gum costs 5 cents and candy bars cost 8 cents. How much will Dennis be willing to pay?,1
Two numbers are in the ratio 5: 7. The difference between the numbers is 12. What is the larger number?,Two numbers have a ratio and a difference of 12. The larger number is?,0
Sparky had 28 balls. He buried 10 in the garden and 6 behind the garage. How many balls did Sparky have left?,Sparky had a total of 28 balls. He buried ten in the garden and six at the back of the garage. How many were left?,1
The teen club had a cupcake sale. They sold 2/3 of their cupcakes in the morning. They sold 1/6 of their cupcakes in the afternoon. They sold 200 cupcakes altogether. How many cupcakes were left to sell?,The teen club had a cupcake sale. They sold some of their cupcakes in the morning. They sold 1/6 of their cupcakes in the afternoon. They sold many cupcakes altogether.,0
"Tina, Vanessa, and Julie deliver newspapers after school. Last week, Tina made $3 and Vanessa made $5. Together, Vanessa and Julie made $10 more than Tina. How much money did Julie make?","After school, Tina, Vanessa, and Julie deliver newspapers. Tina made $3 last week while Vanessa made $5. Vanessa and Julie earned $10 more than Tina together. What was Julie's earnings?",1
A square garden has a perimeter of 48 meters. A pond inside the garden has an area of 20 square meters. What is the area of the garden that is not taken up by the pond?,A square garden has a perimeter of 48 kilometres. A pond inside the garden has an area of 20 square kilometers. What is the area of the garden that is not taken?,0
"Marshall walks a total of 0.9 kilometres to and from school each day. After 4 days, how many kilometres will he have walked?","Every day, Marshall walks 0.9 kilometres to and from school. How many kilometres will he have walked after four days?",1
There were 3 pizzas in total at the pizza shop. A customer bought 1 pizza. How many pizzas are left?,The pizza shop had a total of three pizzas. One pizza was purchased by a client. How many pizzas are still available?,1
"Roger had 12 baseball cards. He gave 5 cards to his friend, Mark. Then he bought 8 more. How many baseball cards did Roger have then?",Roger had 12 baseball cards. He 5 cards to his friend. Then he bought 8 more. How many baseball cards did Roger have then?,0
There were 8 cows and 12 horses at Huckins Farm. 5 horses ran away. How many horses were left?,Huckins Farm has eight cows and twelve horses. Five horses bolted. What was the total number of horses left?,1
"Carl had 15 marbles. His friend, Tammy, had 12 marbles. Carl lost 6 of his marbles when he played on the jungle gym. How many marbles did Carl have then?","Carl had some marbles. His friend, Tammy, had 12 marbles. Carl lost 6 of his marbles when he played on the jungle gym.",0
7 children are in line to climb the lookout tower. 8 more children get in line. Then 3 children leave. How many children are still in line?,7 children are in line to climb the lookout tower. 8 more children get in line. Then 3 children leave. How many children are still in line?,1
The ice rink has 85 pairs of skates to rent. 18 people rented skates when the ice rink opened. 25 more people rented skates during the first hour. How many pairs of skates are left?,The ice rink has 85 pairs of skates to rent. 18 people rented skates when the ice rink opened.,0
Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?,Christine has many stickers on her good helper chart. She needs some stickers to get a prize. How many more does need?,0
One tootsie roll and two lollipops cost 14 cents. One tootsie roll and one lollipop cost 10 cents. How much does a tootsie roll cost?,It cost 14 cents to get one tootsie roll and two lollipops.One tootsie roll and one lollipop cost 10 centsHow much does a tootsie roll cost?,1
Gary has 12 Magic Merlin stickers. Will has 9 Magic Merlin stickers. How many more Magic Merlin stickers does Gary have than Will?,Gary owns a total of 12 Magic Merlin stickers. Will has a total of nine Magic Merlin stickers. Gary has how many more Magic Merlin stickers than Will?,1
"Marcus had 15 candy bars. He gave 5 to his friend, Jack. He ate 3 of them after dinner. How many candy bars did Marcus have then?",Marcus had 15 candy basr. He gave 50 to his friend. He ate 39 of them after dinner. How many candy bars did?,0
Adrianna needs to cut a pan of brownies into pieces. She cuts 6 even columns and 3 even rows into the pan. How many brownies does she have?,Adrianna needs to cut a pan of brownies into pieces. She cuts 30 even columns and many even columns into the pan. How many brownies does she have?,0
Wendy bought 84 inches of ribbon. She used 46 inches to wrap presents. How much ribbon did Wendy have left?,Wendy purchased a total of 84 inches of ribbon. She wrapped presents with a 46-inch length ribbon. How much ribbon did Wendy have left?,1
Dwight had 48 baseball cards. He put some on his bicycle wheels. He then had 26 cards left. How many cards did Dwight put on his bike?,Dwight had 48 baseball cards. He put some on his bicycle wheels. He then had 26 cards left. How many cards did James put on his bike?,0
Mr. Lawrence bought 24 pens. 7 pens had red ink. 15 pens had blue ink. The rest had black ink. What fraction of the pens had black ink?,Mr. Lawrence bought 24 pens. 7 pens had red ink. 51 pens had blue ink. The rest had black ink. What fraction of the pens,0
Suzanne has 8 pairs of white socks and 6 pairs of blue socks. Her sister has 12 pairs of white socks. How many pairs of socks does Suzanne have?,"Suzanne has a total of 16 pairs of socks, including 8 pairs of white socks and 6 pairs of blue socks. Her sister has 12 pairs of white socks. Suzanne has how many pairs of socks?",1
Amy sold 3/4 of her comic books for 80 cents each. She had 5 comic books left. How much money did Amy collect?,"Amy made a profit on 3/4 of her comic books, which she sold for 80 cents apiece. She was down to her last five comic books. How much money did Amy collect?",1
Charlene had a pack of 35 pencil crayons. She gave 6 to her friend Theresa. She gave 3 to her friend Mandy. How many pencil crayons does Charlene have left?,Charlene had a pack of some pencil crayons. She gave many to her friend Theresa. She gave some to her friend Mandy. How many pencil crayons?,0
"Robert spent $184.59 to buy 3 hockey sticks. If each hockey stick was the same price, how much did 1 cost?",Robert purchased three hockey sticks for $184.59. How much did one hockey stick cost if they were all the same price?,1
